date,open,high,low,close,volume
2016-11-23,14931,15076,14890,15014,938330
2016-11-24,14931,15034,14848,14890,632950
2016-11-25,14890,14931,14765,14807,689900
2016-11-28,14765,14765,14621,14683,1062520
2016-11-29,14600,14683,14393,14476,1322100
2016-11-30,14310,14559,14228,14559,2063550
2016-12-01,14683,14683,14559,14579,866550
2016-12-02,14559,14621,14517,14600,751530
2016-12-05,14517,14538,14435,14435,548780
2016-12-06,14455,14455,14062,14124,1338320
2016-12-07,14124,14228,14124,14228,779510
2016-12-08,14228,14662,14145,14476,677500
2016-12-09,14393,14538,14393,14497,566840
2016-12-12,14310,14476,14310,14435,557230
2016-12-13,14435,14435,14166,14228,775830
2016-12-14,14166,14414,14166,14393,500040
2016-12-15,14393,14600,14269,14476,540870
2016-12-16,14476,14517,14352,14517,1269760
2016-12-19,14517,14600,14476,14538,847210
2016-12-20,14600,14600,14414,14455,449350
2016-12-21,14435,14559,14352,14455,314930
2016-12-22,14517,14517,14414,14435,422940
2016-12-23,14455,14724,14414,14724,985440
2016-12-26,14745,14972,14724,14931,1005930
2016-12-27,14972,15055,14890,14890,821630
2016-12-28,14931,14931,14724,14724,647070
2016-12-29,14848,14848,14641,14662,482410
2016-12-30,14662,14765,14641,14662,565850
2017-01-03,14724,15510,14724,15407,2018750
2017-01-04,15510,15551,15220,15303,1339740
2017-01-05,15262,15427,15241,15365,855250
2017-01-06,15386,15882,15344,15675,2495910
2017-01-09,15799,16110,15758,16006,2379510
2017-01-10,15882,15986,15861,15882,1234210
2017-01-11,15882,16027,15820,15903,1498220
2017-01-12,15882,15924,15634,15675,1863070
2017-01-13,15551,15841,15489,15489,1164660
2017-01-16,15510,15634,15324,15448,641920
2017-01-17,15510,16192,15510,16110,2340000
2017-01-18,16027,16192,15841,15841,1143460
2017-01-19,15882,15924,15717,15717,521040
2017-01-20,15799,15924,15717,15717,908930
2017-01-23,15861,15861,15696,15758,717890
2017-01-24,15737,15965,15717,15965,899030
2017-01-25,16089,16254,15882,16254,1352580
2017-02-02,16378,16378,16089,16316,1368580
